item_id,item_name,item_brand,item_variant,item_category,item_price,item_quantity,item_revenue,item_location_id,item_list_id,item_list_name,item_list_position,promotion_name,therapist_name,license_type,primary_modality,primary_specialty,session_rate,weekly_open_slots,accepting_new_clients,location_id
9196580,Google Sherpa Zip Hoodie Navy,Google,3XL,Home/Apparel/Men's / Unisex/,69,1,,(not set),(not set),(not set),1,(not set),"Ethan Miller, LMFT",LMFT,ACT,Stress & Burnout,250,1,TRUE,CA-BayArea
9196580,Google Sherpa Zip Hoodie Navy,Google,XS,Home/Apparel/Men's / Unisex/,69,1,,(not set),2385444744,Not available in demo dataset,10,(not set),"Ethan Miller, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,CA-BayArea
9196580,Google Sherpa Zip Hoodie Navy,Google,LG,Home/Apparel/Men's / Unisex/,69,1,,(not set),(not set),Not available in demo dataset,11,(not set),"Ethan Miller, LMFT",LMFT,IFS,Stress & Burnout,250,1,TRUE,CA-BayArea
9196580,Google Sherpa Zip Hoodie Navy,Google,XL,Home/Apparel/Men's / Unisex/,69,1,,(not set),(not set),Not available in demo dataset,1,Reach New Heights,"Ethan Miller, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,CA-BayArea
9196581,Google Raincoat Navy,Google,Choose Size,Home/Apparel/Men's / Unisex/,120,1,,(not set),(not set),(not set),11,(not set),"Hiro Hernandez, LMFT",LMFT,ACT,Stress & Burnout,250,1,TRUE,Telehealth-US
9196581,Google Raincoat Navy,Google,MD,Home/Apparel/Men's / Unisex/,120,1,,(not set),(not set),(not set),11,(not set),"Hiro Hernandez, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,Telehealth-US
9196582,Google Sherpa Zip Hoodie Charcoal,Google,LG,,69,1,,(not set),(not set),Not available in demo dataset,7,(not set),"Ava Brown, LMFT",LMFT,IFS,Life Transitions,250,1,TRUE,Telehealth-US
9196582,Google Sherpa Zip Hoodie Charcoal,Google,SM,Home/Apparel/,69,1,,(not set),(not set),(not set),12,(not set),"Ava Brown, LMFT",LMFT,Solution-Focused,Stress & Burnout,250,1,TRUE,Telehealth-US
9196582,Google Sherpa Zip Hoodie Charcoal,Google,2XL,Home/Apparel/,69,1,,(not set),26494621553,Not available in demo dataset,10,Reach New Heights,"Ava Brown, LMFT",LMFT,CBT,Stress & Burnout,250,1,TRUE,Telehealth-US
9196582,Google Sherpa Zip Hoodie Charcoal,Google,MD,Home/Apparel/Men's / Unisex/,69,1,,(not set),(not set),(not set),12,(not set),"Ava Brown, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,Telehealth-US
9196582,Google Sherpa Zip Hoodie Charcoal,Google,Choose Size,Home/Apparel/Men's / Unisex/,69,1,,(not set),(not set),(not set),12,(not set),"Ava Brown, LMFT",LMFT,ACT,Stress & Burnout,250,1,TRUE,Telehealth-US
9196582,Google Sherpa Zip Hoodie Charcoal,Google,XL,Home/Apparel/Men's / Unisex/,69,1,,(not set),(not set),(not set),5,(not set),"Ava Brown, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,Telehealth-US
9196582,Google Sherpa Zip Hoodie Charcoal,Google,3XL,Home/Apparel/Men's / Unisex/,69,1,,(not set),(not set),Not available in demo dataset,12,(not set),"Ava Brown, LMFT",LMFT,ACT,Stress & Burnout,250,1,TRUE,Telehealth-US
9196582,Google Sherpa Zip Hoodie Charcoal,Google,XS,Home/Apparel/Men's / Unisex/,69,1,,(not set),26494621553,(not set),8,Complete Your Collection,"Ava Brown, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,Telehealth-US
9196582,Google Sherpa Zip Hoodie Charcoal,Google,,Home/Apparel/Men's / Unisex/,69,,,(not set),(not set),(not set),15,(not set),"Ava Brown, LMFT",LMFT,Psychodynamic,Stress & Burnout,250,0,FALSE,Telehealth-US
9196583,Google Infant Hero Onesie Grey,Google,3/6 MONTHS,,25,1,,(not set),(not set),(not set),3,Reach New Heights,"Leila Jackson, LMFT",LMFT,CBT,Relationship Issues,180,1,TRUE,NY-NYC
9196583,Google Infant Hero Onesie Grey,Google,18/24 MONTHS,Home/Sale/,25,1,,(not set),(not set),Not available in demo dataset,3,Reach New Heights,"Leila Jackson, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,NY-NYC
9196583,Google Infant Hero Onesie Grey,Google,6/12 MONTHS,Home/Sale/,25,1,,(not set),(not set),Not available in demo dataset,3,Reach New Heights,"Leila Jackson, LMFT",LMFT,DBT,Stress & Burnout,180,1,TRUE,NY-NYC
9196583,Google Infant Hero Onesie Grey,Google,12/18 MONTHS,Home/Sale/,25,1,,(not set),(not set),Not available in demo dataset,3,Reach New Heights,"Leila Jackson, LMFT",LMFT,Mindfulness-based,Stress & Burnout,180,1,TRUE,NY-NYC
9196586,Google Toddler Hero Tee Olive,Google,Choose Size,Home/Apparel/Kids/,24,1,,(not set),56134369124,Not available in demo dataset,4,Google Mural Collection,"Kenji Lee, LMFT",LMFT,ACT,Stress & Burnout,180,1,TRUE,Telehealth-US
9196586,Google Toddler Hero Tee Olive,Google,2T,Home/Apparel/Kids/,24,1,,(not set),56134369124,Not available in demo dataset,6,(not set),"Kenji Lee, LMFT",LMFT,Psychodynamic,Stress & Burnout,180,1,TRUE,Telehealth-US
9196586,Google Toddler Hero Tee Olive,Google,4T,Home/Apparel/Kids/,24,1,,(not set),56134369124,(not set),4,Google Mural Collection,"Kenji Lee, LMFT",LMFT,Psychodynamic,Stress & Burnout,180,1,TRUE,Telehealth-US
9196586,Google Toddler Hero Tee Olive,Google,5/6T,Home/Apparel/Kids/,24,1,,(not set),(not set),(not set),6,(not set),"Kenji Lee, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,Telehealth-US
9196586,Google Toddler Hero Tee Olive,Google,3T,Home/Apparel/Kids/,24,1,,(not set),(not set),(not set),6,(not set),"Kenji Lee, LMFT",LMFT,CBT,Stress & Burnout,180,1,TRUE,Telehealth-US
9196587,Google Youth Badge Tee Navy,Google,LG,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,6,(not set),"Noah Hernandez, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,CA-BayArea
9196587,Google Youth Badge Tee Navy,Google,Choose Size,Home/Apparel/Kids/,24,1,,(not set),(not set),(not set),2,(not set),"Noah Hernandez, LMFT",LMFT,ACT,Stress & Burnout,180,1,TRUE,CA-BayArea
9196587,Google Youth Badge Tee Navy,Google,XL,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,2,(not set),"Noah Hernandez, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-BayArea
9196587,Google Youth Badge Tee Navy,Google,MD,Home/Sale/,24,1,,(not set),74572169417,Not available in demo dataset,5,(not set),"Noah Hernandez, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-BayArea
9196587,Google Youth Badge Tee Navy,Google,SM,Home/Sale/,24,1,,(not set),74572169417,Not available in demo dataset,5,Reach New Heights,"Noah Hernandez, LMFT",LMFT,Solution-Focused,Stress & Burnout,180,1,TRUE,CA-BayArea
9196587,Google Youth Badge Tee Navy,Google,,Home/Sale/,24,,,(not set),(not set),(not set),6,(not set),"Noah Hernandez, LMFT",LMFT,EMDR,Stress & Burnout,180,0,FALSE,CA-BayArea
9196588,Google Youth Badge Tee Olive,Google,नाप चुनें,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,4,(not set),"Ethan Garcia, LMFT",LMFT,CBT,Stress & Burnout,180,1,TRUE,Telehealth-US
9196588,Google Youth Badge Tee Olive,Google,LG,Home/Apparel/Kids/,24,1,,(not set),(not set),(not set),6,Act Responsible,"Ethan Garcia, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,Telehealth-US
9196588,Google Youth Badge Tee Olive,Google,SM,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,4,(not set),"Ethan Garcia, LMFT",LMFT,Solution-Focused,Stress & Burnout,180,1,TRUE,Telehealth-US
9196588,Google Youth Badge Tee Olive,Google,MD,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,4,Act Responsible,"Ethan Garcia, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,Telehealth-US
9196588,Google Youth Badge Tee Olive,Google,XL,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,6,(not set),"Ethan Garcia, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,Telehealth-US
9196588,Google Youth Badge Tee Olive,Google,Choose Size,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,4,(not set),"Ethan Garcia, LMFT",LMFT,ACT,Stress & Burnout,180,1,TRUE,Telehealth-US
9196589,Google Youth Hero Tee Grey,Google,,Home/Apparel/Kids/,24,,,(not set),(not set),Not available in demo dataset,6,Act Responsible,"Rina Williams, LMFT",LMFT,Mindfulness-based,Stress & Burnout,180,0,FALSE,CA-BayArea
9196589,Google Youth Hero Tee Grey,Google,SM,Home/Apparel/Kids/,24,1,,(not set),(not set),(not set),4,Act Responsible,"Rina Williams, LMFT",LMFT,Solution-Focused,Stress & Burnout,180,1,TRUE,CA-BayArea
9196589,Google Youth Hero Tee Grey,Google,XL,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,2,(not set),"Rina Williams, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-BayArea
9196589,Google Youth Hero Tee Grey,Google,Choose Size,Home/Apparel/Kids/,24,1,,(not set),(not set),(not set),2,Reach New Heights,"Rina Williams, LMFT",LMFT,ACT,Stress & Burnout,180,1,TRUE,CA-BayArea
9196589,Google Youth Hero Tee Grey,Google,MD,Home/Apparel/Kids/,24,1,,(not set),(not set),(not set),2,(not set),"Rina Williams, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-BayArea
9196589,Google Youth Hero Tee Grey,Google,LG,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,2,(not set),"Rina Williams, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,CA-BayArea
9196590,Google Youth Hero Tee Maroon,Google,Choose Size,Home/Apparel/Kids/,24,1,,(not set),(not set),(not set),9,(not set),"Hiro Garcia, LMFT",LMFT,ACT,Stress & Burnout,180,1,TRUE,CA-LA
9196590,Google Youth Hero Tee Maroon,Google,LG,Home/Apparel/Kids/,24,1,,(not set),15646351336,(not set),9,Complete Your Collection,"Hiro Garcia, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,CA-LA
9196590,Google Youth Hero Tee Maroon,Google,MD,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,4,(not set),"Hiro Garcia, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-LA
9196590,Google Youth Hero Tee Maroon,Google,XL,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,9,(not set),"Hiro Garcia, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-LA
9196590,Google Youth Hero Tee Maroon,Google,SM,Home/Apparel/Kids/,24,1,,(not set),(not set),Not available in demo dataset,6,Act Responsible,"Hiro Garcia, LMFT",LMFT,Solution-Focused,Stress & Burnout,180,1,TRUE,CA-LA
9196590,Google Youth Hero Tee Maroon,Google,,Home/Apparel/Kids/,24,,,(not set),15646351336,Not available in demo dataset,8,(not set),"Hiro Garcia, LMFT",LMFT,IFS,Stress & Burnout,180,0,FALSE,CA-LA
9196591,Google Split Seam Tee Olive,Google,XS,Home/Apparel/,26,1,,(not set),(not set),Not available in demo dataset,11,(not set),"Maya Nguyen, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-LA
9196591,Google Split Seam Tee Olive,Google,Choose Size,Home/Apparel/,26,1,,(not set),(not set),Not available in demo dataset,11,(not set),"Maya Nguyen, LMFT",LMFT,ACT,Stress & Burnout,180,1,TRUE,CA-LA
9196591,Google Split Seam Tee Olive,Google,SM,Home/Apparel/Men's / Unisex/,26,1,,(not set),(not set),Not available in demo dataset,12,(not set),"Maya Nguyen, LMFT",LMFT,Solution-Focused,Stress & Burnout,180,1,TRUE,CA-LA
9196591,Google Split Seam Tee Olive,Google,XL,Home/Apparel/Men's / Unisex/,26,1,,(not set),(not set),Not available in demo dataset,8,(not set),"Maya Nguyen, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-LA
9196591,Google Split Seam Tee Olive,Google,LG,Home/Apparel/Men's / Unisex/,26,1,,(not set),(not set),Not available in demo dataset,2,(not set),"Maya Nguyen, LMFT",LMFT,IFS,Stress & Burnout,180,1,TRUE,CA-LA
9196591,Google Split Seam Tee Olive,Google,MD,Home/Apparel/Men's / Unisex/,26,1,,(not set),(not set),(not set),8,(not set),"Maya Nguyen, LMFT",LMFT,EMDR,Stress & Burnout,180,1,TRUE,CA-LA
9196591,Google Split Seam Tee Olive,Google,2XL,Home/Apparel/Men's / Unisex/,26,1,,(not set),(not set),Not available in demo dataset,12,(not set),"Maya Nguyen, LMFT",LMFT,CBT,Stress & Burnout,180,1,TRUE,CA-LA
9196592,Google Men's Tech Fleece Vest Charcoal,Google,MD,,79,1,,(not set),14744894898,Not available in demo dataset,1,(not set),"Omar Jackson, LMFT",LMFT,EMDR,ADHD,250,1,TRUE,CA-BayArea
9196592,Google Men's Tech Fleece Vest Charcoal,Google,3XL,,79,1,,(not set),(not set),(not set),6,(not set),"Omar Jackson, LMFT",LMFT,ACT,ADHD,250,1,TRUE,CA-BayArea
9196592,Google Men's Tech Fleece Vest Charcoal,Google,SM,,79,1,,(not set),(not set),Not available in demo dataset,1,(not set),"Omar Jackson, LMFT",LMFT,Solution-Focused,ADHD,250,1,TRUE,CA-BayArea
9196592,Google Men's Tech Fleece Vest Charcoal,Google,2XL,Home/Apparel/Men's / Unisex/,79,1,,(not set),(not set),Not available in demo dataset,12,(not set),"Omar Jackson, LMFT",LMFT,CBT,Stress & Burnout,250,1,TRUE,CA-BayArea
9196592,Google Men's Tech Fleece Vest Charcoal,Google,XL,Home/Apparel/Men's / Unisex/,79,1,,(not set),(not set),(not set),12,(not set),"Omar Jackson, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,CA-BayArea
9196592,Google Men's Tech Fleece Vest Charcoal,Google,LG,Home/Shop by Brand/Google/,79,1,,(not set),(not set),(not set),8,(not set),"Omar Jackson, LMFT",LMFT,IFS,Stress & Burnout,250,1,TRUE,CA-BayArea
9196593,Google Women's Tech Fleece Vest Charcoal,Google,LG,,79,1,,(not set),3648140727,(not set),12,Reach New Heights,"Ethan Davis, LMFT",LMFT,IFS,Relationship Issues,250,1,TRUE,WA-Seattle
9196593,Google Women's Tech Fleece Vest Charcoal,Google,SM,Home/Apparel/Women's/,79,1,,(not set),(not set),Not available in demo dataset,10,(not set),"Ethan Davis, LMFT",LMFT,Solution-Focused,Stress & Burnout,250,1,TRUE,WA-Seattle
9196593,Google Women's Tech Fleece Vest Charcoal,Google,XL,Home/Apparel/Women's/,79,1,,(not set),3648140727,Not available in demo dataset,4,Reach New Heights,"Ethan Davis, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,WA-Seattle
9196593,Google Women's Tech Fleece Vest Charcoal,Google,MD,Home/Sale/,79,1,,(not set),(not set),Not available in demo dataset,2,Google Mural Collection,"Ethan Davis, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,WA-Seattle
9196593,Google Women's Tech Fleece Vest Charcoal,Google,Choose Size,Home/Sale/,79,1,,(not set),(not set),Not available in demo dataset,2,(not set),"Ethan Davis, LMFT",LMFT,ACT,Stress & Burnout,250,1,TRUE,WA-Seattle
9196593,Google Women's Tech Fleece Vest Charcoal,Google,2XL,Home/Sale/,79,1,,(not set),(not set),Not available in demo dataset,3,Google Mural Collection,"Ethan Davis, LMFT",LMFT,CBT,Stress & Burnout,250,1,TRUE,WA-Seattle
9196594,Google Cotopaxi Shell,Google,SM,,95,1,,(not set),83574345860,Not available in demo dataset,8,(not set),"Ava Williams, LMFT",LMFT,Solution-Focused,ADHD,250,1,TRUE,Telehealth-US
9196594,Google Cotopaxi Shell,Google,LG,,95,1,,(not set),(not set),Not available in demo dataset,1,(not set),"Ava Williams, LMFT",LMFT,IFS,ADHD,250,1,TRUE,Telehealth-US
9196594,Google Cotopaxi Shell,Google,XL,Home/Apparel/Men's / Unisex/,95,1,,(not set),(not set),Not available in demo dataset,5,(not set),"Ava Williams, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,Telehealth-US
9196594,Google Cotopaxi Shell,Google,MD,Home/Eco-Friendly/,95,1,,(not set),(not set),Not available in demo dataset,9,(not set),"Ava Williams, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,Telehealth-US
9196594,Google Cotopaxi Shell,Google,2XL,Home/Sale/,95,1,,(not set),(not set),(not set),12,Google Mural Collection,"Ava Williams, LMFT",LMFT,CBT,Stress & Burnout,250,1,TRUE,Telehealth-US
9196594,Google Cotopaxi Shell,Google,XS,Home/Sale/,95,1,,(not set),(not set),(not set),3,Google Mural Collection,"Ava Williams, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,Telehealth-US
9196595,Google Men's Softshell Moss,Google,3XL,Home/Apparel/,99,1,,(not set),(not set),(not set),4,Reach New Heights,"Marcus Nguyen, LMFT",LMFT,ACT,Stress & Burnout,250,1,TRUE,CA-LA
9196595,Google Men's Softshell Moss,Google,LG,Home/Apparel/Men's / Unisex/,99,1,,(not set),(not set),(not set),5,Google Mural Collection,"Marcus Nguyen, LMFT",LMFT,IFS,Stress & Burnout,250,1,TRUE,CA-LA
9196595,Google Men's Softshell Moss,Google,MD,Home/Apparel/Men's / Unisex/,99,1,,(not set),(not set),(not set),10,(not set),"Marcus Nguyen, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,CA-LA
9196595,Google Men's Softshell Moss,Google,XL,Home/Apparel/Men's / Unisex/,99,1,,(not set),(not set),Not available in demo dataset,6,(not set),"Marcus Nguyen, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,CA-LA
9196596,Google Women's Softshell Moss,Google,SM,,99,1,,(not set),2021964568,(not set),2,(not set),"Hiro Lopez, LMFT",LMFT,Solution-Focused,Anxiety,250,1,TRUE,WA-Seattle
9196596,Google Women's Softshell Moss,Google,Choose Size,Home/Apparel/Women's/,99,1,,(not set),2021964568,(not set),2,Reach New Heights,"Hiro Lopez, LMFT",LMFT,ACT,Stress & Burnout,250,1,TRUE,WA-Seattle
9196596,Google Women's Softshell Moss,Google,MD,Home/Apparel/Women's/,99,1,,(not set),2021964568,Not available in demo dataset,2,Reach New Heights,"Hiro Lopez, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,WA-Seattle
9196597,Google Men's Puff Jacket Black,Google,3XL,Home/Apparel/Men's / Unisex/,115,1,,(not set),(not set),Not available in demo dataset,10,(not set),"Sofia Jackson, LMFT",LMFT,ACT,Stress & Burnout,250,1,TRUE,WA-Seattle
9196597,Google Men's Puff Jacket Black,Google,MD,Home/Apparel/Men's / Unisex/,115,1,,(not set),(not set),Not available in demo dataset,12,(not set),"Sofia Jackson, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,WA-Seattle
9196597,Google Men's Puff Jacket Black,Google,LG,Home/Apparel/Men's / Unisex/,115,1,,(not set),(not set),Not available in demo dataset,3,(not set),"Sofia Jackson, LMFT",LMFT,IFS,Stress & Burnout,250,1,TRUE,WA-Seattle
9196597,Google Men's Puff Jacket Black,Google,SM,Home/Apparel/Men's / Unisex/,115,1,,(not set),(not set),Not available in demo dataset,10,(not set),"Sofia Jackson, LMFT",LMFT,Solution-Focused,Stress & Burnout,250,1,TRUE,WA-Seattle
9196597,Google Men's Puff Jacket Black,Google,XL,Home/Apparel/Men's / Unisex/,115,1,,(not set),(not set),Not available in demo dataset,12,(not set),"Sofia Jackson, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,WA-Seattle
9196597,Google Men's Puff Jacket Black,Google,Choose Size,Home/Apparel/Men's / Unisex/,115,1,,(not set),(not set),(not set),9,(not set),"Sofia Jackson, LMFT",LMFT,ACT,Stress & Burnout,250,1,TRUE,WA-Seattle
9196598,Google Women's Puff Jacket Black,Google,MD,,115,1,,(not set),95597598007,Not available in demo dataset,9,(not set),"Ava Moore, LMFT",LMFT,EMDR,OCD,250,1,TRUE,WA-Seattle
9196598,Google Women's Puff Jacket Black,Google,,Home/Apparel/Women's/,115,,,(not set),(not set),Not available in demo dataset,2,Reach New Heights,"Ava Moore, LMFT",LMFT,IFS,Stress & Burnout,250,0,FALSE,WA-Seattle
9196598,Google Women's Puff Jacket Black,Google,SM,Home/Apparel/Women's/,115,1,,(not set),(not set),(not set),5,(not set),"Ava Moore, LMFT",LMFT,Solution-Focused,Stress & Burnout,250,1,TRUE,WA-Seattle
9196598,Google Women's Puff Jacket Black,Google,Choose Size,Home/Apparel/Women's/,115,1,,(not set),(not set),Not available in demo dataset,5,(not set),"Ava Moore, LMFT",LMFT,ACT,Stress & Burnout,250,1,TRUE,WA-Seattle
9196598,Google Women's Puff Jacket Black,Google,2XL,Home/Apparel/Women's/,115,1,,(not set),95597598007,Not available in demo dataset,5,(not set),"Ava Moore, LMFT",LMFT,CBT,Stress & Burnout,250,1,TRUE,WA-Seattle
9196598,Google Women's Puff Jacket Black,Google,LG,Home/Apparel/Women's/,115,1,,(not set),(not set),(not set),5,Reach New Heights,"Ava Moore, LMFT",LMFT,IFS,Stress & Burnout,250,1,TRUE,WA-Seattle
9196598,Google Women's Puff Jacket Black,Google,XL,Home/Apparel/Women's/,115,1,,(not set),95597598007,Not available in demo dataset,5,(not set),"Ava Moore, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,WA-Seattle
9196599,Google Men's Tech Fleece Grey,Google,MD,Home/Apparel/Men's / Unisex/,89,1,,(not set),(not set),(not set),6,(not set),"Omar Miller, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,Telehealth-US
9196599,Google Men's Tech Fleece Grey,Google,LG,Home/Apparel/Men's / Unisex/,89,1,,(not set),(not set),Not available in demo dataset,6,(not set),"Omar Miller, LMFT",LMFT,IFS,Stress & Burnout,250,1,TRUE,Telehealth-US
9196599,Google Men's Tech Fleece Grey,Google,Choose Size,Home/Apparel/Men's / Unisex/,89,1,,(not set),(not set),Not available in demo dataset,8,Reach New Heights,"Omar Miller, LMFT",LMFT,ACT,Stress & Burnout,250,1,TRUE,Telehealth-US
9196599,Google Men's Tech Fleece Grey,Google,XL,Home/Apparel/Men's / Unisex/,89,1,,(not set),(not set),Not available in demo dataset,8,(not set),"Omar Miller, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,Telehealth-US
9196599,Google Men's Tech Fleece Grey,Google,2XL,Home/Apparel/Men's / Unisex/,89,1,,(not set),(not set),Not available in demo dataset,8,(not set),"Omar Miller, LMFT",LMFT,CBT,Stress & Burnout,250,1,TRUE,Telehealth-US
9196599,Google Men's Tech Fleece Grey,Google,3XL,Home/Apparel/Men's / Unisex/,89,1,,(not set),21009714403,Not available in demo dataset,10,Reach New Heights,"Omar Miller, LMFT",LMFT,ACT,Stress & Burnout,250,1,TRUE,Telehealth-US
9196599,Google Men's Tech Fleece Grey,Google,SM,Home/Apparel/Men's / Unisex/,89,1,,(not set),(not set),Not available in demo dataset,8,(not set),"Omar Miller, LMFT",LMFT,Solution-Focused,Stress & Burnout,250,1,TRUE,Telehealth-US
9196600,Google Women's Tech Fleece Grey,Google,LG,Home/Apparel/Women's/,89,1,,(not set),55456154561,Not available in demo dataset,6,(not set),"Yuki Kim, LMFT",LMFT,IFS,Stress & Burnout,250,1,TRUE,NY-NYC
9196600,Google Women's Tech Fleece Grey,Google,XL,Home/Apparel/Women's/,89,1,,(not set),55456154561,Not available in demo dataset,6,(not set),"Yuki Kim, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,NY-NYC
9196600,Google Women's Tech Fleece Grey,Google,MD,Home/Apparel/Women's/,89,1,,(not set),55456154561,Not available in demo dataset,3,(not set),"Yuki Kim, LMFT",LMFT,EMDR,Stress & Burnout,250,1,TRUE,NY-NYC
9196601,Google Sherpa Vest Black,Google,XS,,79,1,,(not set),(not set),(not set),4,(not set),"Sara Martinez, LMFT",LMFT,EMDR,Career Stress,250,1,TRUE,NY-NYC
9196601,Google Sherpa Vest Black,Google,MD,,79,1,,(not set),13118916301,Not available in demo dataset,3,(not set),"Sara Martinez, LMFT",LMFT,EMDR,Career Stress,250,1,TRUE,NY-NYC
9196601,Google Sherpa Vest Black,Google,SM,,79,1,,(not set),(not set),Not available in demo dataset,3,Reach New Heights,"Sara Martinez, LMFT",LMFT,Solution-Focused,Career Stress,250,1,TRUE,NY-NYC
9196601,Google Sherpa Vest Black,Google,Choose Size,,79,1,,(not set),(not set),Not available in demo dataset,3,(not set),"Sara Martinez, LMFT",LMFT,ACT,Career Stress,250,1,TRUE,NY-NYC
9196601,Google Sherpa Vest Black,Google,XL,,79,1,,(not set),13118916301,Not available in demo dataset,3,(not set),"Sara Martinez, LMFT",LMFT,EMDR,Career Stress,250,1,TRUE,NY-NYC
9196602,Google Badge Heavyweight Pullover Black,Google,XS,Apparel,58,1,46,(not set),(not set),Not available in demo dataset,(not set),(not set),"Priya Hernandez, LMFT",LMFT,EMDR,Anxiety,220,1,TRUE,Telehealth-US
9196603,Google Badge Heavyweight Pullover Black,Google,SM,Apparel,58,1,58,(not set),(not set),(not set),(not set),,"Ava Anderson, LMFT",LMFT,Solution-Focused,Anxiety,220,1,TRUE,CA-BayArea
9196604,Google Badge Heavyweight Pullover Black,Google,MD,Apparel,46,1,46,(not set),(not set),(not set),(not set),,"Ava Kim, LMFT",LMFT,EMDR,Anxiety,220,1,TRUE,NY-NYC
9196605,Google Badge Heavyweight Pullover Black,Google,LG,Apparel,46,1,46,(not set),(not set),Not available in demo dataset,(not set),(not set),"Marcus Lopez, LMFT",LMFT,IFS,Anxiety,220,1,TRUE,CA-BayArea
9196606,Google Badge Heavyweight Pullover Black,Google,XL,Apparel,46,1,46,(not set),(not set),Not available in demo dataset,(not set),Google Mural Collection,"Ava Sato, LMFT",LMFT,EMDR,Anxiety,220,1,TRUE,WA-Seattle
9196607,Google Badge Heavyweight Pullover Black,Google,2XL,Apparel,58,1,46,(not set),(not set),(not set),(not set),(not set),"Hiro Sato, LMFT",LMFT,CBT,Anxiety,220,1,TRUE,CA-LA
9196608,Google Badge Heavyweight Pullover Black,Google,3XL,Apparel,46,1,46,(not set),(not set),Not available in demo dataset,(not set),(not set),"Hiro Martinez, LMFT",LMFT,ACT,Anxiety,220,1,TRUE,CA-BayArea
9196613,Google Crewneck Sweatshirt Green,Google,XS,Apparel,44,1,44,(not set),(not set),Not available in demo dataset,(not set),Reach New Heights,"Ava Wilson, LMFT",LMFT,EMDR,Anxiety,220,1,TRUE,CA-BayArea
9196614,Google Crewneck Sweatshirt Green,Google,SM,Apparel,44,1,44,(not set),(not set),(not set),(not set),,"Sara Sato, LMFT",LMFT,Solution-Focused,Anxiety,220,1,TRUE,CA-LA
9196615,Google Crewneck Sweatshirt Green,Google,MD,Apparel,44,1,44,(not set),(not set),(not set),(not set),,"Priya Wilson, LMFT",LMFT,EMDR,Anxiety,220,1,TRUE,NY-NYC
9196616,Google Crewneck Sweatshirt Green,Google,LG,Apparel,44,1,44,(not set),(not set),Not available in demo dataset,(not set),(not set),"Noah Kim, LMFT",LMFT,IFS,Anxiety,220,1,TRUE,CA-BayArea
